comment,case_folding,cleansing,normalized_reviews,tokenizing,stopwords_removed
"Saat ini lagi dlm pertarungan sipat baik dg sipat jahat , di Indonesia mayoritas muslim terbesar, saat ini  dunia melihat kwalitas iman muslim di Indonesia ini, penakut akan slalu terombang ambing.","saat ini lagi dlm pertarungan sipat baik dg sipat jahat , di indonesia mayoritas muslim terbesar, saat ini  dunia melihat kwalitas iman muslim di indonesia ini, penakut akan slalu terombang ambing.",saat ini lagi dlm pertarungan sipat baik dg sipat jahat di indonesia mayoritas muslim terbesar saat ini dunia melihat kwalitas iman muslim di indonesia ini penakut akan slalu terombang ambing,saat ini lagi dalam pertarungan sipat baik dengan sipat jahat di indonesia mayoritas muslim terbesar saat ini dunia melihat kwalitas iman muslim di indonesia ini penakut akan selalu terombang ambing,"['saat', 'ini', 'lagi', 'dalam', 'pertarungan', 'sipat', 'baik', 'dengan', 'sipat', 'jahat', 'di', 'indonesia', 'mayoritas', 'muslim', 'terbesar', 'saat', 'ini', 'dunia', 'melihat', 'kwalitas', 'iman', 'muslim', 'di', 'indonesia', 'ini', 'penakut', 'akan', 'selalu', 'terombang', 'ambing']","['pertarungan', 'sipat', 'sipat', 'jahat', 'indonesia', 'mayoritas', 'muslim', 'terbesar', 'dunia', 'kwalitas', 'iman', 'muslim', 'indonesia', 'penakut', 'terombang', 'ambing']"
"Dlu jaman gua skolah 2013an tiap pgi bingung pulis bnyk cok di jln raya, naik motor rawan. Ajg skrng pada gda coy. Mls amat. 

Gausa jauh2 permainna cyber wmmwmw","dlu jaman gua skolah 2013an tiap pgi bingung pulis bnyk cok di jln raya, naik motor rawan. ajg skrng pada gda coy. mls amat. 

gausa jauh2 permainna cyber wmmwmw",dlu jaman gua skolah an tiap pgi bingung pulis bnyk cok di jln raya naik motor rawan ajg skrng pada gda coy mls amat gausa jauh permainna cyber wmmwmw,dulu jaman gua sekolah an tiap pagi bingung pulis banyak cok di jalan raya naik motor rawan ajg sekarang pada enggak ada coy mls amat enggak usah jauh permainna cyber wmmwmw,"['dulu', 'jaman', 'gua', 'sekolah', 'an', 'tiap', 'pagi', 'bingung', 'pulis', 'banyak', 'cok', 'di', 'jalan', 'raya', 'naik', 'motor', 'rawan', 'ajg', 'sekarang', 'pada', 'enggak', 'ada', 'coy', 'mls', 'amat', 'enggak', 'usah', 'jauh', 'permainna', 'cyber', 'wmmwmw']","['jaman', 'gua', 'sekolah', 'an', 'pagi', 'bingung', 'pulis', 'cok', 'jalan', 'raya', 'motor', 'rawan', 'ajg', 'coy', 'mls', 'permainna', 'cyber', 'wmmwmw']"
Bingung Cari Tempat Top Up Terpercaya ? 𝗛𝗢𝗞𝗜𝗕𝗢𝗦𝟴𝟵𝟴 solusinya,bingung cari tempat top up terpercaya ? 𝗛𝗢𝗞𝗜𝗕𝗢𝗦𝟴𝟵𝟴 solusinya,bingung cari tempat top up terpercaya solusinya,bingung cari tempat top up terpercaya solusinya,"['bingung', 'cari', 'tempat', 'top', 'up', 'terpercaya', 'solusinya']","['bingung', 'cari', 'top', 'up', 'terpercaya', 'solusinya']"
Fufu Fafa aja kaga berani nangkep 😂😂😂😂,fufu fafa aja kaga berani nangkep 😂😂😂😂,fufu fafa aja kaga berani nangkep,fufu fafa saja kagak berani nangkep,"['fufu', 'fafa', 'saja', 'kagak', 'berani', 'nangkep']","['fufu', 'fafa', 'kagak', 'berani', 'nangkep']"
"Bjorka itu bukan 1 atau pemain utama..seperti hal nya annonimous,.jadi sampai kapanpun mereka akan tetap ada..dan percaya gak percaya para cyber ini juga sebenernya menjaga indonesia melalui dunia cyber..klo gak dah jebol parah data2 org2 indonesia baik di pemerintahan atau sipil.","bjorka itu bukan 1 atau pemain utama..seperti hal nya annonimous,.jadi sampai kapanpun mereka akan tetap ada..dan percaya gak percaya para cyber ini juga sebenernya menjaga indonesia melalui dunia cyber..klo gak dah jebol parah data2 org2 indonesia baik di pemerintahan atau sipil.",bjorka itu bukan atau pemain utamaseperti hal nya annonimousjadi sampai kapanpun mereka akan tetap adadan percaya gak percaya para cyber ini juga sebenernya menjaga indonesia melalui dunia cyberklo gak dah jebol parah data org indonesia baik di pemerintahan atau sipil,bjorka itu bukan atau pemain utamaseperti hal nya annonimousjadi sampai kapanpun mereka akan tetap adadan percaya enggak percaya para cyber ini juga sebenarnya menjaga indonesia melalui dunia cyberklo enggak deh jebol parah data orang indonesia baik di pemerintahan atau sipil,"['bjorka', 'itu', 'bukan', 'atau', 'pemain', 'utamaseperti', 'hal', 'nya', 'annonimousjadi', 'sampai', 'kapanpun', 'mereka', 'akan', 'tetap', 'adadan', 'percaya', 'enggak', 'percaya', 'para', 'cyber', 'ini', 'juga', 'sebenarnya', 'menjaga', 'indonesia', 'melalui', 'dunia', 'cyberklo', 'enggak', 'deh', 'jebol', 'parah', 'data', 'orang', 'indonesia', 'baik', 'di', 'pemerintahan', 'atau', 'sipil']","['bjorka', 'pemain', 'utamaseperti', 'nya', 'annonimousjadi', 'adadan', 'percaya', 'percaya', 'cyber', 'menjaga', 'indonesia', 'dunia', 'cyberklo', 'deh', 'jebol', 'parah', 'data', 'orang', 'indonesia', 'pemerintahan', 'sipil']"
"judul podcst-nya kurang harusnya Saya tau BJORKA, dan fufufifi :D","judul podcst-nya kurang harusnya saya tau bjorka, dan fufufifi :d",judul podcstnya kurang harusnya saya tau bjorka dan fufufifi d,judul podcstnya kurang harusnya saya tau bjorka dan fufufifi di,"['judul', 'podcstnya', 'kurang', 'harusnya', 'saya', 'tau', 'bjorka', 'dan', 'fufufifi', 'di']","['judul', 'podcstnya', 'tau', 'bjorka', 'fufufifi']"
"Bayangin jadi Bjorka sampai geli n 'malu' sendiri liat isilop, kenapa si mereka swodoh ini, kasih lah perlawanan yang minimal seimbang😅","bayangin jadi bjorka sampai geli n 'malu' sendiri liat isilop, kenapa si mereka swodoh ini, kasih lah perlawanan yang minimal seimbang😅",bayangin jadi bjorka sampai geli n malu sendiri liat isilop kenapa si mereka swodoh ini kasih lah perlawanan yang minimal seimbang,bayangkan jadi bjorka sampai geli n malu sendiri lihat isilop kenapa sih mereka swodoh ini kasih lah perlawanan yang minimal seimbang,"['bayangkan', 'jadi', 'bjorka', 'sampai', 'geli', 'n', 'malu', 'sendiri', 'lihat', 'isilop', 'kenapa', 'sih', 'mereka', 'swodoh', 'ini', 'kasih', 'lah', 'perlawanan', 'yang', 'minimal', 'seimbang']","['bayangkan', 'bjorka', 'geli', 'n', 'malu', 'lihat', 'isilop', 'sih', 'swodoh', 'kasih', 'perlawanan', 'minimal', 'seimbang']"
Chattan pake apk dana worth it om wkwk,chattan pake apk dana worth it om wkwk,chattan pake apk dana worth it om wkwk,chattan pakai apk dana worth itu om wkwk,"['chattan', 'pakai', 'apk', 'dana', 'worth', 'itu', 'om', 'wkwk']","['chattan', 'pakai', 'apk', 'dana', 'worth', 'om', 'wkwk']"
"Ayo dong bjorka bongkar koruptor² indo, kita rela kok pajak kita buat bayar lu, ikhlas malah gw. Apa lagi sama bukti² nya, josss","ayo dong bjorka bongkar koruptor² indo, kita rela kok pajak kita buat bayar lu, ikhlas malah gw. apa lagi sama bukti² nya, josss",ayo dong bjorka bongkar koruptor indo kita rela kok pajak kita buat bayar lu ikhlas malah gw apa lagi sama bukti nya josss,ayo dong bjorka bongkar koruptor indonesia kita rela kok pajak kita buat bayar lu ikhlas malah gue apa lagi sama bukti nya josss,"['ayo', 'dong', 'bjorka', 'bongkar', 'koruptor', 'indonesia', 'kita', 'rela', 'kok', 'pajak', 'kita', 'buat', 'bayar', 'lu', 'ikhlas', 'malah', 'gue', 'apa', 'lagi', 'sama', 'bukti', 'nya', 'josss']","['ayo', 'bjorka', 'bongkar', 'koruptor', 'indonesia', 'rela', 'pajak', 'bayar', 'lu', 'ikhlas', 'gue', 'bukti', 'nya', 'josss']"
"dulu pernah mendalamin hacking, tapi karena gapunya laptop ga mendalami lagi, karena selalu ke warnet terus","dulu pernah mendalamin hacking, tapi karena gapunya laptop ga mendalami lagi, karena selalu ke warnet terus",dulu pernah mendalamin hacking tapi karena gapunya laptop ga mendalami lagi karena selalu ke warnet terus,dulu pernah mendalamin hacking tapi karena enggak punya laptop enggak mendalami lagi karena selalu ke warnet terus,"['dulu', 'pernah', 'mendalamin', 'hacking', 'tapi', 'karena', 'enggak', 'punya', 'laptop', 'enggak', 'mendalami', 'lagi', 'karena', 'selalu', 'ke', 'warnet', 'terus']","['mendalamin', 'hacking', 'laptop', 'mendalami', 'warnet']"
Masih ada ya yang nonton nih channel? Gila masih kena aje lupada tipu muslihat si mentalist. 😅😂,masih ada ya yang nonton nih channel? gila masih kena aje lupada tipu muslihat si mentalist. 😅😂,masih ada ya yang nonton nih channel gila masih kena aje lupada tipu muslihat si mentalist,masih ada ya yang menonton nih channel gila masih kena saja lupada tipu muslihat sih mentalist,"['masih', 'ada', 'ya', 'yang', 'menonton', 'nih', 'channel', 'gila', 'masih', 'kena', 'saja', 'lupada', 'tipu', 'muslihat', 'sih', 'mentalist']","['ya', 'menonton', 'nih', 'channel', 'gila', 'kena', 'lupada', 'tipu', 'muslihat', 'sih', 'mentalist']"
itu pemerintah ada aplikasi sentuhtanahku kalau sampai bocor dampaknya gimana 😢,itu pemerintah ada aplikasi sentuhtanahku kalau sampai bocor dampaknya gimana 😢,itu pemerintah ada aplikasi sentuhtanahku kalau sampai bocor dampaknya gimana,itu pemerintah ada aplikasi sentuhtanahku kalau sampai bocor dampaknya bagaimana,"['itu', 'pemerintah', 'ada', 'aplikasi', 'sentuhtanahku', 'kalau', 'sampai', 'bocor', 'dampaknya', 'bagaimana']","['pemerintah', 'aplikasi', 'sentuhtanahku', 'bocor', 'dampaknya']"
orang seperti ini harus di lindungi pemerintah sih,orang seperti ini harus di lindungi pemerintah sih,orang seperti ini harus di lindungi pemerintah sih,orang seperti ini harus di lindungi pemerintah sih,"['orang', 'seperti', 'ini', 'harus', 'di', 'lindungi', 'pemerintah', 'sih']","['orang', 'lindungi', 'pemerintah', 'sih']"
BJORKA,bjorka,bjorka,bjorka,['bjorka'],['bjorka']
makin kga ada harga dirinya polisi 🤣🤣🤣🤣,makin kga ada harga dirinya polisi 🤣🤣🤣🤣,makin kga ada harga dirinya polisi,makin kga ada harga dirinya polisi,"['makin', 'kga', 'ada', 'harga', 'dirinya', 'polisi']","['kga', 'harga', 'polisi']"
dulu ada lite big,dulu ada lite big,dulu ada lite big,dulu ada lite big,"['dulu', 'ada', 'lite', 'big']","['lite', 'big']"
Pahamkan kenapa banyak judol diindo!,pahamkan kenapa banyak judol diindo!,pahamkan kenapa banyak judol diindo,pahamkan kenapa banyak judol diindo,"['pahamkan', 'kenapa', 'banyak', 'judol', 'diindo']","['pahamkan', 'judol', 'diindo']"
Prasaan ini sudah tayang lama,prasaan ini sudah tayang lama,prasaan ini sudah tayang lama,perasaan ini sudah tayang lama,"['perasaan', 'ini', 'sudah', 'tayang', 'lama']","['perasaan', 'tayang']"
